ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
978,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
978,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
978,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
978,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
978,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
978,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
979,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
979,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
979,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
979,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
979,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
979,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",4,-2,1,"DP, Restricted, Weak"
979,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","5""","7""",7,-,-,Local (2)
980,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
980,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
980,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
980,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
980,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
980,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",4,-2,1,"DP, Restricted, Weak"
980,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","5""","7""",7,-,-,Local (4)
981,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
981,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
981,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
981,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
981,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
981,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
981,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
982,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
982,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
982,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
982,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
982,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
982,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
982,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
983,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
983,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
983,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
983,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
983,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
983,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
983,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
984,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
984,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
984,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
984,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
984,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
984,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
984,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
985,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
985,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
985,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
985,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
985,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
985,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",4,-2,1,"DP, Restricted, Weak"
985,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","5""","7""",7,-,-,Local (3)
986,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
986,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
986,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
986,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
986,Starboard Mk 8 Mod Torpedoes,Starboard,"4""","8""","12""","16""",3,-,2,"Devastating, One-Shot"
986,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (1)
987,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
987,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
987,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
987,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
987,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
987,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
987,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
988,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
988,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
988,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
988,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
988,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
988,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
988,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
989,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
989,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
989,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
989,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
989,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","18""",10,-2,1,"DP, Restricted, Weak"
989,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","5""",8,-,-,Local (3)
990,A Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
990,B Turret (2 x 16-inch),"Fore, Port, Starboard","8""","17""","24""","34""",2,2,3,-
990,X Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
990,Y Turret (2 x 16-inch),"Aft, Port, Starboard","8""","17""","24""","34""",2,2,3,-
990,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","18""",10,-2,1,"DP, Restricted, Weak"
990,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","5""",8,-,-,Local (4)
991,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
991,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
991,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
991,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
991,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (4)
992,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
992,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
992,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
992,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
992,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",15,-,-,Local (3)
993,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
993,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
993,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
993,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
993,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",15,-,-,Local (5)
994,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
994,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
994,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
994,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
994,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",16,-,-,Local (3)
995,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
995,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
995,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
995,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
995,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",16,-,-,Local (4)
996,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
996,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
996,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
996,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
996,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",16,-,-,Local (3)
997,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
997,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
997,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
997,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
997,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",16,-,-,Local (4)
998,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
998,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
998,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
998,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
998,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",16,-,-,Local (4)
999,A Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
999,B Turret (3 x 16-inch),"Fore, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
999,X Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
999,Y Turret (3 x 16-inch),"Aft, Port, Starboard","10""","21""","31""","42""",3,2,3,Heavy
999,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","6""","13""","19""","26""",18,-2,1,"DP, Restricted, Weak"
999,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",15,-,-,Local (3)
1000,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1000,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1000,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1000,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1000,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1000,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1000,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
1001,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1001,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1001,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1001,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1001,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","18""",10,-2,1,"DP, Restricted, Weak"
1001,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","5""",7,-,-,Local (3)
1002,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1002,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1002,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1002,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1002,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","18""",10,-2,1,"DP, Restricted, Weak"
1002,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","5""",7,-,-,Local (2)
1003,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1003,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1003,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1003,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1003,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","18""",10,-2,1,"DP, Restricted, Weak"
1003,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","5""",8,-,-,Local (2)
1004,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1004,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1004,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1004,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1004,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1004,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1004,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
1005,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1005,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1005,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1005,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1005,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1005,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1005,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
1006,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1006,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1006,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1006,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1006,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1006,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1006,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
1007,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1007,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1007,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1007,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1007,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1007,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1007,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",0,-,-,Local (2)
1008,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1008,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1008,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1008,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1008,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1008,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1008,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (2)
1009,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1009,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1009,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1009,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1009,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1009,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1009,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",4,-,-,Local (3)
1010,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1010,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1010,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1010,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1010,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1010,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1010,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (3)
1011,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1011,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1011,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1011,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1011,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1011,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1011,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
1012,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1012,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1012,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1012,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1012,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1012,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1012,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",0,-,-,Local (2)
1013,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1013,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1013,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1013,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1013,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1013,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",8,-,-,Local (3)
1014,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1014,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1014,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1014,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1014,Light Guns (10 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",8,-2,1,"DP, Restricted, Weak"
1014,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",8,-,-,Local (3)
1015,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1015,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1015,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1015,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1015,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1015,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1015,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (1)
1016,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1016,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1016,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1016,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1016,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1016,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1016,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",4,-,-,Local (3)
1017,A Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1017,B Turret (3 x 14-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1017,X Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1017,Y Turret (3 x 14-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,-
1017,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",12,-2,1,"DP, Restricted, Weak"
1017,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",11,-,-,Local (2)
1018,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1018,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1018,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1018,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1018,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
