ship_id,ship_name,ship_class,ship_type,points,flank_speed,armour,hull,traits,ship_image,nation,nation_name,unit_id
1011,Idaho (1941),New Mexico,Battleship,405,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck",idaho_1945.png,usa.png,United States,128
1012,Idaho (1942),New Mexico,Battleship,465,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck, Radar",idaho_1945.png,usa.png,United States,129
1013,Idaho (1943),New Mexico,Battleship,480,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck, Radar",idaho_1945.png,usa.png,United States,130
1014,Idaho (1945),New Mexico,Battleship,550,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck, Advanced Radar",idaho_1945.png,usa.png,United States,131
1015,Mississippi (1943),New Mexico,Battleship,395,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck",mississippi_1945.png,usa.png,United States,132
1016,Mississippi (1944),New Mexico,Battleship,470,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck, Advanced Radar",mississippi_1945.png,usa.png,United States,133
1017,Mississippi (1945),New Mexico,Battleship,470,"4""",6+,72/24,"Aircraft 4, Torpedo Belt 2, Armored Deck, Advanced Radar",mississippi_1945.png,usa.png,United States,134
1018,New York,New York,Battleship,350,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Radar",new_york_1943.png,usa.png,United States,135
1019,New York (1941),New York,Battleship,345,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Radar",new_york_1943.png,usa.png,United States,136
1020,New York (1942),New York,Battleship,410,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",new_york_1943.png,usa.png,United States,137
1021,New York (1943),New York,Battleship,425,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",new_york_1943.png,usa.png,United States,138
1022,New York (1944),New York,Battleship,435,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",new_york_1943.png,usa.png,United States,139
1023,New York (1945),New York,Battleship,440,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",new_york_1943.png,usa.png,United States,140
1024,Texas (1941),New York,Battleship,345,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Radar",texas_1941.png,usa.png,United States,141
1025,Texas (1942),New York,Battleship,410,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",texas_1941.png,usa.png,United States,142
1026,Texas (1943),New York,Battleship,425,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",texas_1943.png,usa.png,United States,143
1027,Texas (1944),New York,Battleship,435,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",texas_1943.png,usa.png,United States,144
1028,Texas (1945),New York,Battleship,440,"4""",5+,64/21,"Aircraft 3, Torpedo Belt 2, Advanced Radar",texas_1943.png,usa.png,United States,145
1029,North Carolina,North Carolina,Battleship,800,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck",north_carolina_1941.png,usa.png,United States,146
1030,North Carolina (1942),North Carolina,Battleship,895,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",north_carolina_1943.png,usa.png,United States,147
1031,North Carolina (1943),North Carolina,Battleship,940,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",north_carolina_1943.png,usa.png,United States,148
1032,North Carolina (1944),North Carolina,Battleship,1025,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",north_carolina_1943.png,usa.png,United States,149
1033,North Carolina (1945),North Carolina,Battleship,1020,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",north_carolina_1943.png,usa.png,United States,150
1034,Washington (1942),North Carolina,Battleship,895,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",washington_1942.png,usa.png,United States,151
1035,Washington (1943),North Carolina,Battleship,950,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",washington_1942.png,usa.png,United States,152
1036,Washington (1944),North Carolina,Battleship,1030,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",washington_1942.png,usa.png,United States,153
1037,Washington (1945),North Carolina,Battleship,1035,"6""",6+,89/29,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",washington_1942.png,usa.png,United States,154
1038,Pennsylvania,Pennsylvania,Battleship,390,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile",pennsylvania_1941.png,usa.png,United States,155
1039,Pennsylvania (1941),Pennsylvania,Battleship,395,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile",pennsylvania_1941.png,usa.png,United States,156
1040,Pennsylvania (1942),Pennsylvania,Battleship,480,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile, Advanced Radar",pennsylvania_1941.png,usa.png,United States,157
1041,Pennsylvania (1943),Pennsylvania,Battleship,510,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile, Advanced Radar",pennsylvania_1941.png,usa.png,United States,158
1042,Pennsylvania (1945),Pennsylvania,Battleship,510,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile, Advanced Radar",pennsylvania_1944.png,usa.png,United States,159
1043,Arizona (1941),Pennsylvania,Battleship,395,"4""",6+,72/24,"Aircraft 3, Torpedo Belt 2, Agile",arizona_1941.png,usa.png,United States,160
1044,South Dakota,South Dakota,Battleship,825,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",south_dakota_1942.png,usa.png,United States,161
1045,South Dakota (1942),South Dakota,Battleship,805,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",south_dakota_1942.png,usa.png,United States,162
1046,South Dakota (1943),South Dakota,Battleship,855,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",south_dakota_1942.png,usa.png,United States,163
1047,South Dakota (1944),South Dakota,Battleship,865,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",south_dakota_1942.png,usa.png,United States,164
1048,South Dakota (1945),South Dakota,Battleship,870,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",south_dakota_1945.png,usa.png,United States,165
1049,Alabama (1943),South Dakota,Battleship,855,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",alabama_1942.png,usa.png,United States,166
1050,Alabama (1944),South Dakota,Battleship,865,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",alabama_1944.png,usa.png,United States,167
1051,Alabama (1945),South Dakota,Battleship,860,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",alabama_1944.png,usa.png,United States,168
1052,Indiana (1943),South Dakota,Battleship,860,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",indiana_1942.png,usa.png,United States,169
1053,Massachusetts (1942),South Dakota,Battleship,830,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",massachusetts_1944.png,usa.png,United States,170
1054,Massachusetts (1943),South Dakota,Battleship,865,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",massachusetts_1944.png,usa.png,United States,171
1055,Massachusetts (1944),South Dakota,Battleship,855,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",massachusetts_1944.png,usa.png,United States,172
1056,Massachusetts (1945),South Dakota,Battleship,880,"5""",6+,89/29,"Aircraft 3, Torpedo Belt 3, Armored Deck, Advanced Radar",massachusetts_1945.png,usa.png,United States,173
1057,Tennessee,Tennessee,Battleship,400,"4""",6+,66/22,"Aircraft 3, Torpedo Belt 2, Armored Deck",tennessee_1942.png,usa.png,United States,174
1058,Tennessee (1942),Tennessee,Battleship,490,"4""",6+,66/22,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",tennessee_1943.png,usa.png,United States,175
1059,Tennessee (1943),Tennessee,Battleship,640,"4""",6+,81/27,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",tennessee_1943.png,usa.png,United States,176
1060,California (1941),Tennessee,Battleship,440,"4""",6+,66/22,"Aircraft 3, Torpedo Belt 2, Armored Deck, Radar",california_1944.png,usa.png,United States,177
1061,California (1944),Tennessee,Battleship,705,"4""",6+,81/27,"Aircraft 3, Torpedo Belt 2, Armored Deck, Advanced Radar",california_1944.png,usa.png,United States,178
1062,Wyoming,Wyoming,Battleship,250,"4""",5+,61/20,"Aircraft 3, Torpedo Belt 2, Agile",wyoming_1942.png,usa.png,United States,179
1063,Wyoming (1931),Wyoming,Battleship,250,"4""",5+,61/20,"Aircraft 3, Torpedo Belt 2, Agile",wyoming_1944.png,usa.png,United States,180
1064,Arkansas (1942),Wyoming,Battleship,295,"4""",5+,61/20,"Aircraft 3, Torpedo Belt 2, Agile, Radar",arkansas_1942.png,usa.png,United States,181
1065,Arkansas (1943),Wyoming,Battleship,325,"4""",5+,61/20,"Aircraft 3, Torpedo Belt 2, Agile, Radar",arkansas_1942.png,usa.png,United States,182
1066,Arkansas (1945),Wyoming,Battleship,330,"4""",5+,61/20,"Aircraft 3, Torpedo Belt 2, Agile, Radar",arkansas_1942.png,usa.png,United States,183
1067,Bogue,Bogue,Carrier,100,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",bogue_1943.png,usa.png,United States,184
1068,Bogue (1943),Bogue,Carrier,110,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",bogue_1943.png,usa.png,United States,185
1069,Bogue (1945),Bogue,Carrier,130,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",bogue_1944.png,usa.png,United States,186
1070,Block Island (1943),Bogue,Carrier,110,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",bogue_1943.png,usa.png,United States,187
1071,Block Island (1944),Bogue,Carrier,120,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",bogue_1943.png,usa.png,United States,188
1072,Copahee (1943),Bogue,Carrier,110,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",bogue_1943.png,usa.png,United States,189
1073,Copahee (1944),Bogue,Carrier,115,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",bogue_1944.png,usa.png,United States,190
1074,Copahee (1945),Bogue,Carrier,120,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",bogue_1944.png,usa.png,United States,191
1075,Croatan (1943),Bogue,Carrier,110,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",card_1943.png,usa.png,United States,192
1076,Croatan (1944),Bogue,Carrier,115,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",card_1943.png,usa.png,United States,193
1077,Croatan (1945),Bogue,Carrier,125,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",card_1943.png,usa.png,United States,194
1078,Prince William (1943),Bogue,Carrier,110,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",card_1943.png,usa.png,United States,195
1079,Prince William (1943),Bogue,Carrier,105,"3""",1+,28/9,"Aircraft 7, Carrier, Radar",card_1943.png,usa.png,United States,196
1080,Prince William (1944),Bogue,Carrier,115,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",card_1943.png,usa.png,United States,197
1081,Prince William (1945),Bogue,Carrier,130,"3""",1+,28/9,"Aircraft 7, Carrier, Advanced Radar",card_1943.png,usa.png,United States,198
1082,Casablanca,Casablanca,Carrier,95,"4""",1+,22/7,"Aircraft 6, Carrier, Advanced Radar, Agile",casablanca_1944.png,usa.png,United States,199
1083,Casablanca (1945),Casablanca,Carrier,100,"4""",1+,22/7,"Aircraft 6, Carrier, Advanced Radar, Agile",casablanca_1944.png,usa.png,United States,200
1084,Essex,Essex,Carrier,270,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",essex_1943.png,usa.png,United States,201
1085,Essex (1945),Essex,Carrier,285,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",essex_1943.png,usa.png,United States,202
1086,Antietam (1945),Essex,Carrier,310,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",essex_1943.png,usa.png,United States,203
1087,Bennington (1944),Essex,Carrier,275,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",bennington_1944.png,usa.png,United States,204
1088,Bennington (1945),Essex,Carrier,315,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",bennington_1944.png,usa.png,United States,205
1089,Boxer (1945),Essex,Carrier,315,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",essex_1943.png,usa.png,United States,206
1090,Bunker Hill (1945),Essex,Carrier,310,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",bunker_hill_1944.png,usa.png,United States,207
1091,Bon Homme Richard (1944),Essex,Carrier,275,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",bon_homme_richard_1944.png,usa.png,United States,208
1092,Bon Homme Richard (1945),Essex,Carrier,305,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",bon_homme_richard_1944.png,usa.png,United States,209
1093,Hornet (1945),Essex,Carrier,270,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",hornet_1944.png,usa.png,United States,210
1094,Randolph (1944),Essex,Carrier,275,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",randolph_1944.png,usa.png,United States,211
1095,Randolph (1945),Essex,Carrier,310,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",randolph_1944.png,usa.png,United States,212
1096,Shangra-La (1944),Essex,Carrier,275,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",shangri-la_1944.png,usa.png,United States,213
1097,Shangra-La (1945),Essex,Carrier,300,"6""",3+,70/23,"Aircraft 22, Torpedo Belt 3, Carrier, Advanced Radar",shangri-la_1944.png,usa.png,United States,214
1098,Independence,Independence,Carrier,105,"6""",3+,30/10,"Aircraft 7, Carrier, Advanced Radar",independence_1943.png,usa.png,United States,215
1099,Independence (1944),Independence,Carrier,110,"6""",3+,30/10,"Aircraft 7, Carrier, Advanced Radar",independence_1944.png,usa.png,United States,216
1100,Cabot (1944),Independence,Carrier,100,"6""",3+,30/10,"Aircraft 7, Carrier, Advanced Radar",cabbot_1944.png,usa.png,United States,217
1101,Langley (1945),Independence,Carrier,100,"6""",3+,30/10,"Aircraft 7, Carrier, Advanced Radar",langley_1944.png,usa.png,United States,218
1102,Bataan (1944),Independence,Carrier,110,"6""",3+,30/10,"Aircraft 7, Carrier, Advanced Radar",bataan_1944.png,usa.png,United States,219
1103,Lexington,Lexington,Carrier,260,"7""",4+,86/28,"Aircraft 20, Torpedo Belt 2, Carrier",lexington_1940.png,usa.png,United States,220
1104,Lexington (1942),Lexington,Carrier,210,"7""",4+,86/28,"Aircraft 20, Torpedo Belt 2, Carrier, Radar",lexington_1942.png,usa.png,United States,221
1105,Saratoga (1942),Lexington,Carrier,285,"7""",4+,86/28,"Aircraft 20, Torpedo Belt 2, Carrier, Radar",lexington_1940.png,usa.png,United States,222
1106,Saratoga (1943),Lexington,Carrier,300,"7""",4+,86/28,"Aircraft 20, Torpedo Belt 2, Carrier, Radar",saratoga_1943.png,usa.png,United States,223
1107,Saratoga (1944),Lexington,Carrier,415,"7""",4+,97/32,"Aircraft 20, Torpedo Belt 2, Carrier, Advanced Radar",saratoga_1943.png,usa.png,United States,224
1108,Long Island,Long Island,Carrier,75,"3""",1+,28/9,"Aircraft 4, Carrier",long_island_1942.png,usa.png,United States,225
1109,Long Island (1942),Long Island,Carrier,85,"3""",1+,28/9,"Aircraft 4, Carrier, Radar",long_island_1942.png,usa.png,United States,226
1110,Long Island (1944),Long Island,Carrier,95,"3""",1+,28/9,"Aircraft 4, Carrier, Advanced Radar",long_island_1942.png,usa.png,United States,227
1111,Long Island (1945),Long Island,Carrier,105,"3""",1+,28/9,"Aircraft 4, Carrier, Advanced Radar",long_island_1942.png,usa.png,United States,228
1112,Midway,Midway,Carrier,450,"7""",3+,120/40,"Aircraft 34, Torpedo Belt 3, Carrier, Advanced Radar, Armored Deck",midway_1945.png,usa.png,United States,229
1113,Ranger,Ranger,Carrier,220,"6""",1+,35/11,"Aircraft 19, Carrier",ranger_1935.png,usa.png,United States,230
1114,Ranger (1941),Ranger,Carrier,225,"6""",1+,35/11,"Aircraft 19, Carrier",ranger_1942.png,usa.png,United States,231
1115,Ranger (1942),Ranger,Carrier,265,"6""",1+,35/11,"Aircraft 19, Carrier, Radar",ranger_1943.png,usa.png,United States,232
1116,Ranger (1943),Ranger,Carrier,240,"6""",1+,35/11,"Aircraft 19, Carrier, Radar",ranger_1943.png,usa.png,United States,233
1117,Ranger (1944),Ranger,Carrier,230,"6""",1+,35/11,"Aircraft 19, Carrier, Advanced Radar",ranger_1943.png,usa.png,United States,234
1118,Sangamon,Sangamon,Carrier,100,"4""",1+,48/16,"Aircraft 7, Carrier, Radar",sangamon_1943.png,usa.png,United States,235
1119,Sangamon (1943),Sangamon,Carrier,105,"4""",1+,48/16,"Aircraft 7, Carrier, Radar",sangamon_1943.png,usa.png,United States,236
1120,Sangamon (1944),Sangamon,Carrier,115,"4""",1+,48/16,"Aircraft 7, Carrier, Advanced Radar",sangamon_1943.png,usa.png,United States,237
1121,Sangamon (1945),Sangamon,Carrier,145,"4""",1+,48/16,"Aircraft 7, Carrier, Advanced Radar",sangamon_1943.png,usa.png,United States,238
1122,Wasp,Wasp,Carrier,240,"6""",1+,38/12,"Aircraft 21, Carrier",wasp_1942.png,usa.png,United States,239
1123,Wasp (1942),Wasp,Carrier,275,"6""",1+,38/12,"Aircraft 21, Carrier, Radar",wasp_1942.png,usa.png,United States,240
1124,Yorktown,Yorktown,Carrier,280,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier",yorktown_1940.png,usa.png,United States,241
1125,Yorktown (1940),Yorktown,Carrier,300,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",yorktown_1940.png,usa.png,United States,242
1126,Yorktown (1941),Yorktown,Carrier,305,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",yorktown_1942.png,usa.png,United States,243
1127,Hornet (1941),Yorktown,Carrier,300,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",hornet_1942.png,usa.png,United States,244
1128,Hornet (1942),Yorktown,Carrier,305,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",hornet_1942.png,usa.png,United States,245
1129,Enterprise (1940),Yorktown,Carrier,300,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",enterprise_1940.png,usa.png,United States,246
1130,Enterprise (1942),Yorktown,Carrier,310,"6""",3+,51/17,"Aircraft 24, Torpedo Belt 2, Carrier, Radar",enterprise_1942.png,usa.png,United States,247
1131,Enterprise (1943),Yorktown,Carrier,375,"6""",3+,60/20,"Aircraft 24, Torpedo Belt 2, Carrier, Advanced Radar",enterprise_1943.png,usa.png,United States,248
1132,Enterprise (1945),Yorktown,Carrier,385,"6""",3+,60/20,"Aircraft 24, Torpedo Belt 2, Carrier, Advanced Radar",enterprise_1945.png,usa.png,United States,249
1133,Alaska,Alaska,Cruiser,250,"7""",5+,69/23,"Aircraft 4, Torpedo Belt 1, Armored Deck, Advanced Radar",alaska_1944.png,usa.png,United States,250
1134,Atlanta,Atlanta (Group 1),Cruiser,70,"6""",3+,16/5,"Radar, Depth Charge",atlanta_1942.png,usa.png,United States,251
1135,San Diego (1943),Atlanta (Group 1),Cruiser,90,"6""",3+,16/5,"Radar, Depth Charge, Sub-Hunter",san_diego_1942.png,usa.png,United States,252
1136,San Diego (1944),Atlanta (Group 1),Cruiser,105,"6""",3+,16/5,"Advanced Radar, Depth Charge, Sub-Hunter",san_diego_1942.png,usa.png,United States,253
1137,San Juan (1943),Atlanta (Group 1),Cruiser,90,"6""",3+,16/5,"Radar, Depth Charge, Sub-Hunter",san_juan_1944.png,usa.png,United States,254
1138,San Juan (1945),Atlanta (Group 1),Cruiser,110,"6""",3+,16/5,"Advanced Radar, Depth Charge, Sub-Hunter",san_juan_1944.png,usa.png,United States,255
1139,Oakland,Atlanta (Group 2),Cruiser,100,"6""",3+,17/5,"Advanced Radar, Depth Charge, Sub-Hunter",oakland_1943.png,usa.png,United States,256
1140,Oakland (1945),Atlanta (Group 2),Cruiser,90,"6""",3+,17/5,"Advanced Radar, Depth Charge, Sub-Hunter",oakland_1943.png,usa.png,United States,257
1141,Tuscon (1945),Atlanta (Group 2),Cruiser,70,"6""",3+,17/5,"Advanced Radar, Depth Charge, Sub-Hunter",oakland_1943.png,usa.png,United States,258
1142,Baltimore,Baltimore,Cruiser,150,"7""",4+,34/11,"Aircraft 4, Advanced Radar",baltimore_1944.png,usa.png,United States,259
1143,Pittsburgh (1944),Baltimore,Cruiser,135,"7""",4+,34/11,"Aircraft 2, Advanced Radar",baltimore_1944.png,usa.png,United States,260
1144,Chicago (1945),Baltimore,Cruiser,140,"7""",4+,34/11,"Aircraft 2, Advanced Radar",baltimore_1944.png,usa.png,United States,261
1145,Helena (1945),Baltimore,Cruiser,135,"7""",4+,34/11,"Aircraft 2, Advanced Radar",baltimore_1944.png,usa.png,United States,262
1146,Brooklyn,Brooklyn,Cruiser,110,"6""",3+,25/8,Aircraft 4,brooklyn_1936.png,usa.png,United States,263
1147,Brooklyn (1941),Brooklyn,Cruiser,115,"6""",3+,25/8,Aircraft 4,brooklyn_1941.png,usa.png,United States,264
1148,Brooklyn (1942),Brooklyn,Cruiser,125,"6""",3+,25/8,"Aircraft 4, Radar",brooklyn_1942.png,usa.png,United States,265
1149,Brooklyn (1943),Brooklyn,Cruiser,135,"6""",3+,25/8,"Aircraft 4, Advanced Radar",brooklyn_1943.png,usa.png,United States,266
1150,Brooklyn (1944),Brooklyn,Cruiser,140,"6""",3+,25/8,"Aircraft 4, Advanced Radar",brooklyn_1944.png,usa.png,United States,267
1151,Savannah (1941),Brooklyn,Cruiser,115,"6""",3+,25/8,Aircraft 4,brooklyn_1941.png,usa.png,United States,268
1152,Savannah (1942),Brooklyn,Cruiser,125,"6""",3+,25/8,"Aircraft 4, Radar",brooklyn_1942.png,usa.png,United States,269
1153,Savannah (1942),Brooklyn,Cruiser,145,"6""",3+,25/8,"Aircraft 4, Radar",brooklyn_1942.png,usa.png,United States,270
1154,Savannah (1944),Brooklyn,Cruiser,155,"6""",3+,25/8,"Aircraft 4, Advanced Radar",savannah_1944.png,usa.png,United States,271
1155,Savannah (1944),Brooklyn,Cruiser,160,"6""",3+,25/8,"Aircraft 4, Advanced Radar",savannah_1944.png,usa.png,United States,272
1156,Cleveland,Cleveland,Cruiser,100,"6""",3+,28/9,"Aircraft 4, Radar",cleveland_1942.png,usa.png,United States,273
1157,Houston (1943),Cleveland,Cruiser,150,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,274
1158,Mobile (1943),Cleveland,Cruiser,155,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,275
1159,Cleveland (1943),Cleveland,Cruiser,105,"6""",3+,28/9,"Aircraft 4, Radar",cleveland_1942.png,usa.png,United States,276
1160,Denver (1942),Cleveland,Cruiser,115,"6""",3+,28/9,"Aircraft 4, Radar",cleveland_1942.png,usa.png,United States,277
1161,Miami (1944),Cleveland,Cruiser,155,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,278
1162,Springfield (1944),Cleveland,Cruiser,150,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,279
1163,Portsmouth (1945),Cleveland,Cruiser,150,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,280
1164,Dayton (1945),Cleveland,Cruiser,155,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,281
1165,Topeka (1944),Cleveland,Cruiser,150,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,282
1166,Topeka (1945),Cleveland,Cruiser,155,"6""",3+,28/9,"Aircraft 4, Advanced Radar",cleveland_1942.png,usa.png,United States,283
1167,Des Moines,Des Moines,Cruiser,180,"7""",4+,42/14,"Armored Deck, Advanced Radar",des_moines_1948.png,usa.png,United States,284
1168,Des Moines (1948),Des Moines,Cruiser,190,"7""",4+,42/14,"Aircraft 4, Armored Deck, Advanced Radar",des_moines_1948.png,usa.png,United States,285
1169,Fargo,Fargo,Cruiser,105,"6""",3+,29/9,"Aircraft 2, Advanced Radar",fargo_1945.png,usa.png,United States,286
1170,New Orleans,New Orleans,Cruiser,150,"6""",4+,25/8,"Aircraft 4, Agile",new_orleans_1934.png,usa.png,United States,287
1171,Astoria (1941),New Orleans,Cruiser,155,"6""",4+,25/8,"Aircraft 4, Agile",astoria_1941.png,usa.png,United States,288
1172,Astoria (1942),New Orleans,Cruiser,195,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",astoria_1941.png,usa.png,United States,289
1173,Quincy (1942),New Orleans,Cruiser,195,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,290
1174,Minneapolis (1941),New Orleans,Cruiser,155,"6""",4+,25/8,"Aircraft 4, Agile",minneapolis_1934.png,usa.png,United States,291
1175,Minneapolis (1942),New Orleans,Cruiser,195,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,292
1176,Minneapolis (1943),New Orleans,Cruiser,215,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",minneapolis_1943.png,usa.png,United States,293
1177,Minneapolis (1944),New Orleans,Cruiser,220,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",minneapolis_1943.png,usa.png,United States,294
1178,Minneapolis (1945),New Orleans,Cruiser,210,"6""",4+,25/8,"Aircraft 2, Agile, Advanced Radar",minneapolis_1943.png,usa.png,United States,295
1179,New Orleans (1941),New Orleans,Cruiser,155,"6""",4+,25/8,"Aircraft 4, Agile",new_orleans_1942.png,usa.png,United States,296
1180,New Orleans (1942),New Orleans,Cruiser,195,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,297
1181,New Orleans (1943),New Orleans,Cruiser,215,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,298
1182,New Orleans (1944),New Orleans,Cruiser,220,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,299
1183,New Orleans (1945),New Orleans,Cruiser,210,"6""",4+,25/8,"Aircraft 2, Agile, Advanced Radar",new_orleans_1942.png,usa.png,United States,300
1184,San Francisco (1942),New Orleans,Cruiser,195,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",san_francisco_1942.png,usa.png,United States,301
1185,San Francisco (1943),New Orleans,Cruiser,215,"6""",4+,25/8,"Aircraft 4, Agile, Advanced Radar",san_francisco_1942.png,usa.png,United States,302
